date,date,total_ed_attendance,total_admissions_from_ed,air_temp_ave,air_temp_min,air_temp_max,relative_humidity_percrh,pm10_ugm3,pm2_5_ugm3,nitrogen_dioxide_ug_m3,nitric_oxide_ug_m3,ozone_ug_m3,sulphur_dioxide_ug_m3,pos_virus_perc,phe_resp_virus_tests_total
2015-05-24,2015-05-24,21,15,14.2,11.0,17.0,77.6,10.0,6.0,23.0,6.0,34.0,1.0,0.0,0
2015-05-25,2015-05-25,13,7,13.5,10.0,15.7,74.6,13.0,7.0,14.0,2.0,57.0,1.0,0.0,10
2015-05-26,2015-05-26,11,8,13.8,10.1,17.2,74.4,10.0,6.0,25.0,8.0,41.0,1.0,0.0,0
2015-05-27,2015-05-27,9,6,12.5,8.4,16.1,75.2,13.0,8.0,31.0,7.0,45.0,1.0,0.2,20
2015-05-28,2015-05-28,9,5,12.9,10.2,15.5,74.1,11.0,5.0,23.0,5.0,54.0,2.0,0.0,0
2015-05-29,2015-05-29,8,5,11.0,8.9,14.0,68.0,10.0,4.0,29.0,8.0,49.0,1.0,0.058823529411764705,17
2015-05-30,2015-05-30,13,7,10.8,6.8,13.8,67.6,9.0,4.0,26.0,7.0,47.0,1.0,0.0,4
2015-05-31,2015-05-31,14,10,12.4,8.9,14.9,71.7,8.0,4.0,15.0,3.0,50.0,1.0,0.0,0
2015-06-01,2015-06-01,17,14,10.7,8.2,12.5,92.2,13.0,5.0,23.0,10.0,55.0,2.0,0.0,8
2015-06-02,2015-06-02,10,4,13.2,10.7,15.6,89.1,14.0,5.0,23.0,10.0,45.0,2.0,0.25,4
2015-06-03,2015-06-03,7,6,13.7,11.1,16.7,85.5,14.0,5.0,24.0,7.0,47.0,1.0,0.0,14
2015-06-04,2015-06-04,6,2,13.6,9.6,17.4,77.0,17.0,8.0,39.0,21.0,38.0,2.0,0.0,0
2015-06-05,2015-06-05,11,9,15.7,11.1,19.0,80.4,19.0,9.0,29.0,9.0,48.0,2.0,0.04,25
2015-06-06,2015-06-06,8,3,12.3,8.2,15.1,75.1,12.0,4.0,23.0,7.0,48.0,1.0,0.0,2
2015-06-07,2015-06-07,17,9,14.0,8.4,18.7,72.4,10.0,5.0,13.0,2.0,56.0,1.0,0.0,0
2015-06-08,2015-06-08,12,7,13.4,9.3,17.1,73.8,11.0,5.0,17.0,4.0,54.0,1.0,0.1111111111111111,18
2015-06-09,2015-06-09,9,5,11.5,7.1,14.5,91.1,10.0,4.0,14.0,2.0,58.0,1.0,0.0,7
2015-06-10,2015-06-10,8,4,13.0,7.3,17.7,73.9,14.0,7.0,17.0,3.0,69.0,1.0,0.2,10
2015-06-11,2015-06-11,9,6,17.6,11.2,23.3,72.5,18.0,10.0,21.0,3.0,80.0,1.0,0.0,10
2015-06-12,2015-06-12,13,10,16.8,14.4,19.6,76.5,26.0,16.0,36.0,7.0,38.0,2.0,0.0,9
2015-06-13,2015-06-13,11,10,14.6,12.5,16.7,91.3,14.0,10.0,31.0,8.0,61.0,2.0,0.0,3
2015-06-14,2015-06-14,11,8,14.6,11.9,18.4,67.9,15.0,8.0,18.0,3.0,47.0,1.0,0.0,0
2015-06-15,2015-06-15,3,3,13.9,11.1,18.8,85.6,9.0,5.0,21.0,5.0,50.0,1.0,0.0,6
2015-06-16,2015-06-16,14,10,15.8,12.2,19.4,70.6,12.0,8.0,30.0,9.0,48.0,1.0,1.0,1
2015-06-17,2015-06-17,12,10,16.7,11.3,22.3,68.9,10.0,6.0,25.0,12.0,25.0,1.0,0.1,10
2015-06-18,2015-06-18,10,6,17.2,14.2,21.4,71.5,11.0,6.0,12.0,3.0,50.0,2.0,0.0,2
2015-06-19,2015-06-19,8,6,16.2,10.9,20.9,66.7,16.0,8.0,17.0,4.0,52.0,1.0,0.1,20
2015-06-20,2015-06-20,8,5,16.1,12.9,19.3,63.7,13.0,8.0,24.0,13.0,23.0,1.0,0.0,1
2015-06-21,2015-06-21,12,9,15.5,12.5,18.5,73.7,10.0,5.0,13.0,4.0,41.0,1.0,0.0,0
2015-06-22,2015-06-22,13,8,13.7,11.5,16.8,65.9,6.0,3.0,21.0,7.0,34.0,2.0,0.25,4
2015-06-23,2015-06-23,10,6,14.6,10.8,19.4,74.0,7.0,4.0,21.0,5.0,39.0,1.0,0.0,10
2015-06-24,2015-06-24,11,9,15.4,12.6,18.2,68.5,12.0,7.0,32.0,8.0,49.0,1.0,0.0,3
2015-06-25,2015-06-25,6,5,16.3,11.8,20.1,80.9,14.0,10.0,36.0,17.0,32.0,1.0,0.0,0
2015-06-26,2015-06-26,10,10,16.0,14.4,19.7,76.4,15.0,9.0,35.0,15.0,34.0,2.0,0.3333333333333333,15
2015-06-27,2015-06-27,10,5,16.0,14.4,19.7,68.6,15.0,7.0,23.0,9.0,35.0,2.0,0.0,0
2015-06-28,2015-06-28,15,8,16.0,14.4,19.7,68.9,13.0,8.0,19.0,5.0,39.0,1.0,0.0,0
2015-06-29,2015-06-29,14,2,16.0,14.4,19.7,84.9,13.0,5.0,21.0,8.0,37.0,1.0,0.07692307692307693,13
2015-06-30,2015-06-30,13,10,21.7,16.9,25.5,91.2,17.0,9.0,36.0,15.0,51.0,2.0,0.0,0
2015-07-01,2015-07-01,9,6,22.4,16.2,25.7,81.0,24.0,13.0,35.0,7.0,84.0,1.0,0.0,10
2015-07-02,2015-07-02,4,3,17.5,15.4,19.8,71.6,14.0,10.0,27.0,11.0,33.0,1.0,0.0,0
2015-07-03,2015-07-03,11,9,18.5,13.2,25.2,93.1,14.0,8.0,34.0,18.0,40.0,1.0,0.0,11
2015-07-04,2015-07-04,13,6,18.7,15.6,20.9,86.5,17.0,8.0,28.0,9.0,46.0,1.0,0.0,0
2015-07-05,2015-07-05,17,10,16.2,13.3,19.5,59.2,14.0,6.0,24.0,6.0,38.0,1.0,0.0,0
2015-07-06,2015-07-06,11,6,16.5,13.5,19.1,71.1,11.0,4.0,22.0,8.0,41.0,1.0,0.05,20
2015-07-07,2015-07-07,7,3,17.2,14.7,19.7,75.0,13.0,5.0,28.0,9.0,39.0,1.0,0.0,0
2015-07-08,2015-07-08,7,6,16.2,13.7,19.1,83.2,10.0,4.0,23.0,8.0,42.0,1.0,0.0625,16
2015-07-09,2015-07-09,6,3,15.4,10.6,20.1,94.1,13.0,6.0,23.0,5.0,47.0,1.0,0.0,0
2015-07-10,2015-07-10,8,6,16.4,13.5,18.6,87.7,17.0,9.0,39.0,13.0,49.0,1.0,0.0,13
2015-07-11,2015-07-11,6,5,17.4,14.0,21.1,82.5,14.0,8.0,23.0,5.0,41.0,1.0,0.0,7
2015-07-12,2015-07-12,7,3,16.2,15.3,17.1,86.8,10.0,5.0,29.0,14.0,25.0,2.0,0.0,0
2015-07-13,2015-07-13,16,5,16.9,15.6,18.3,91.1,12.0,6.0,24.0,9.0,27.0,2.0,1.0,2
2015-07-14,2015-07-14,13,7,17.6,15.8,20.9,91.8,10.0,6.0,28.0,13.0,24.0,1.0,0.0,0
2015-07-15,2015-07-15,17,4,18.4,16.5,21.1,89.2,9.0,5.0,21.0,13.0,19.0,1.0,0.2222222222222222,9
2015-07-16,2015-07-16,8,6,17.4,14.5,23.6,82.6,18.0,11.0,32.0,14.0,26.0,1.0,0.0,4
2015-07-17,2015-07-17,11,2,17.9,14.3,19.4,83.4,15.0,7.0,26.0,7.0,43.0,1.0,0.0,10
2015-07-18,2015-07-18,12,6,15.2,11.3,20.2,79.1,10.0,5.0,31.0,10.0,39.0,1.0,0.0,0
2015-07-19,2015-07-19,18,12,17.2,14.2,20.9,87.2,10.0,5.0,20.0,4.0,52.0,0.0,0.0,0
2015-07-20,2015-07-20,6,4,17.0,15.6,18.8,90.8,7.0,4.0,22.0,10.0,27.0,2.0,0.0,12
2015-07-21,2015-07-21,8,6,17.0,13.9,19.5,79.0,14.0,5.0,30.0,12.0,32.0,1.0,0.0,0
2015-07-22,2015-07-22,9,8,16.7,14.3,19.7,76.5,10.0,4.0,28.0,10.0,36.0,1.0,0.0,10
2015-07-23,2015-07-23,2,2,14.8,10.2,18.0,77.2,9.0,4.0,31.0,11.0,35.0,1.0,0.0,0
2015-07-24,2015-07-24,14,10,14.0,12.5,15.7,74.4,10.0,7.0,34.0,7.0,30.0,1.0,0.0,16
2015-07-25,2015-07-25,12,7,15.1,11.4,19.3,80.5,9.0,6.0,22.0,7.0,38.0,1.0,0.0,0
2015-07-26,2015-07-26,9,7,14.5,12.1,17.5,75.4,11.0,5.0,26.0,9.0,36.0,2.0,0.0,0
2015-07-27,2015-07-27,12,5,16.3,14.8,18.0,75.1,9.0,4.0,23.0,7.0,44.0,1.0,0.06666666666666667,15
2015-07-28,2015-07-28,12,8,15.45,12.4,18.2,78.7,10.0,4.0,29.0,9.0,43.0,1.0,0.0,0
2015-07-29,2015-07-29,9,5,13.5,10.2,17.8,75.7,7.0,4.0,30.0,7.0,32.0,1.0,0.0,11
2015-07-30,2015-07-30,9,6,14.2,9.6,18.3,74.0,8.0,4.0,19.0,4.0,43.0,1.0,0.6666666666666666,3
2015-07-31,2015-07-31,11,8,15.1,9.8,18.9,71.5,14.0,8.0,43.0,18.0,40.0,1.0,0.06666666666666667,15
2015-08-01,2015-08-01,16,11,14.6,10.1,18.1,75.4,15.0,10.0,34.0,18.0,38.0,2.0,0.0,0
2015-08-02,2015-08-02,11,8,17.7,15.6,19.7,79.7,14.0,7.0,29.0,9.0,56.0,1.0,0.0,0
2015-08-03,2015-08-03,7,5,17.4,15.9,19.7,83.5,17.0,7.0,21.0,6.0,55.0,1.0,0.0,13
2015-08-04,2015-08-04,11,7,17.3,15.1,20.3,76.3,19.0,6.0,22.0,6.0,54.0,0.0,0.0,0
2015-08-05,2015-08-05,12,6,16.8,12.6,20.6,87.6,17.0,6.0,35.0,11.0,43.0,2.0,0.19047619047619047,21
2015-08-06,2015-08-06,11,9,17.1,13.3,21.2,85.2,10.0,4.0,25.0,8.0,42.0,1.0,0.0,0
2015-08-07,2015-08-07,5,2,18.9,16.0,21.9,84.3,11.0,6.0,31.0,9.0,40.0,1.0,0.11764705882352941,17
2015-08-08,2015-08-08,13,7,16.4,14.6,19.4,85.0,21.0,13.0,32.0,6.0,49.0,1.0,0.0,0
2015-08-09,2015-08-09,19,11,15.2,11.2,18.9,87.5,10.0,7.0,26.0,10.0,36.0,1.0,0.0,0
2015-08-10,2015-08-10,8,5,15.2,11.3,18.9,88.8,5.0,3.0,22.0,10.0,24.0,1.0,0.0,19
2015-08-11,2015-08-11,8,2,17.0,13.8,20.9,85.2,13.0,7.0,38.0,16.0,17.0,1.0,0.0,13
2015-08-12,2015-08-12,7,5,17.6,13.0,22.5,83.1,14.0,8.0,26.0,7.0,31.0,1.0,0.0,6
2015-08-13,2015-08-13,8,4,17.6,13.5,22.1,81.1,19.0,15.0,26.0,5.0,27.0,2.0,0.0,6
2015-08-14,2015-08-14,10,5,18.2,14.1,23.5,78.1,10.0,8.0,24.0,11.0,17.0,1.0,0.125,8
2015-08-15,2015-08-15,12,8,17.2,14.4,19.9,78.7,10.0,5.0,15.0,3.0,37.0,1.0,0.0,0
2015-08-16,2015-08-16,8,5,17.4,13.2,21.6,80.3,9.0,6.0,23.0,5.0,36.0,1.0,0.0,0
2015-08-17,2015-08-17,14,12,17.7,13.2,21.4,78.7,17.0,11.0,36.0,10.0,32.0,1.0,0.07142857142857142,14
2015-08-18,2015-08-18,8,3,19.2,16.2,25.1,73.1,18.0,11.0,34.0,7.0,35.0,1.0,0.0,1
2015-08-19,2015-08-19,13,6,17.0,14.3,18.5,70.5,8.0,5.0,30.0,12.0,33.0,1.0,0.0,15
2015-08-20,2015-08-20,11,10,16.8,14.9,17.8,75.4,8.0,5.0,30.0,12.0,16.0,1.0,0.0,0
2015-08-21,2015-08-21,11,9,16.8,14.8,20.5,76.1,8.0,5.0,30.0,12.0,19.0,1.0,0.2,10
2015-08-22,2015-08-22,6,4,17.9,16.8,19.3,86.4,8.0,5.0,30.0,12.0,32.0,1.0,0.0,0
2015-08-23,2015-08-23,11,7,19.5,15.4,22.9,85.8,8.0,5.0,30.0,12.0,44.0,1.0,0.0,0
2015-08-24,2015-08-24,12,9,22.6,18.1,29.8,90.1,8.0,5.0,30.0,12.0,32.0,1.0,0.3125,16
2015-08-25,2015-08-25,6,4,21.6,19.0,25.8,92.0,13.0,5.0,30.0,12.0,30.0,1.0,0.0,8
2015-08-26,2015-08-26,7,4,20.2,16.3,24.9,85.9,14.0,5.0,30.0,12.0,46.0,1.0,0.0,10
2015-08-27,2015-08-27,8,6,18.8,15.9,22.9,82.6,12.0,5.0,30.0,12.0,35.0,1.0,0.0,0
2015-08-28,2015-08-28,7,4,17.4,16.3,18.3,83.2,12.0,5.0,30.0,12.0,28.0,2.0,0.1,10
2015-08-29,2015-08-29,11,7,18.4,15.1,22.8,89.0,12.0,7.0,31.0,9.0,34.0,1.0,0.0,0
2015-08-30,2015-08-30,12,6,18.0,13.7,22.5,80.8,14.0,10.0,16.0,2.0,42.0,1.0,0.0,0
2015-08-31,2015-08-31,20,10,16.9,13.3,19.9,77.9,8.0,6.0,14.0,3.0,37.0,1.0,0.1111111111111111,9
2015-09-01,2015-09-01,7,5,14.9,12.1,19.4,77.5,10.0,6.0,16.0,3.0,40.0,2.0,0.0,1
2015-09-02,2015-09-02,16,9,13.6,9.7,18.7,81.0,6.0,4.0,16.0,4.0,40.0,1.0,0.3333333333333333,6
2015-09-03,2015-09-03,12,9,13.0,9.6,15.3,83.4,7.0,4.0,21.0,5.0,37.0,1.0,0.0,0
2015-09-04,2015-09-04,10,8,14.0,11.7,16.9,82.1,10.0,6.0,26.0,8.0,32.0,1.0,0.0,11
2015-09-05,2015-09-05,13,8,13.0,9.7,15.7,80.3,11.0,7.0,23.0,7.0,25.0,1.0,0.0,0
2015-09-06,2015-09-06,17,13,13.0,7.7,18.5,84.0,15.0,10.0,27.0,12.0,29.0,1.0,0.0,0
2015-09-07,2015-09-07,13,8,14.8,9.9,20.2,85.0,12.0,7.0,24.0,7.0,32.0,1.0,0.16666666666666666,12
2015-09-08,2015-09-08,9,5,13.8,9.8,18.5,81.8,11.0,7.0,30.0,9.0,24.0,1.0,0.1111111111111111,9
2015-09-09,2015-09-09,15,8,14.6,10.6,18.5,91.4,14.0,10.0,31.0,7.0,34.0,1.0,0.0,0
2015-09-10,2015-09-10,9,8,16.0,12.0,19.9,82.1,22.0,14.0,33.0,9.0,37.0,1.0,0.17391304347826086,23
2015-09-11,2015-09-11,20,14,16.3,13.3,18.6,81.7,21.0,12.0,32.0,9.0,47.0,1.0,0.0,6
2015-09-12,2015-09-12,25,16,16.0,13.2,17.8,81.1,10.0,4.0,23.0,7.0,45.0,1.0,0.0,1
2015-09-13,2015-09-13,22,14,14.2,12.2,16.0,85.9,10.0,5.0,23.0,8.0,36.0,1.0,0.0,0
2015-09-14,2015-09-14,16,14,13.8,11.0,16.0,80.9,8.0,5.0,22.0,10.0,40.0,1.0,0.029411764705882353,34
2015-09-15,2015-09-15,13,9,13.6,10.1,16.9,91.2,12.0,5.0,33.0,13.0,36.0,1.0,0.0,7
2015-09-16,2015-09-16,18,10,12.9,11.4,14.8,91.8,7.0,3.0,20.0,4.0,39.0,1.0,0.0,2
2015-09-17,2015-09-17,19,14,13.5,10.0,17.1,88.3,15.0,8.0,31.0,13.0,33.0,2.0,0.3,10
2015-09-18,2015-09-18,9,7,14.5,11.9,17.1,89.3,9.0,5.0,34.0,13.0,27.0,2.0,0.0,14
2015-09-19,2015-09-19,12,10,12.7,9.1,17.8,87.3,15.0,11.0,33.0,13.0,23.0,1.0,0.0,0
2015-09-20,2015-09-20,10,5,13.6,9.3,17.1,95.2,19.0,16.0,33.0,21.0,31.0,1.0,0.0,0
2015-09-21,2015-09-21,13,8,13.5,11.0,15.0,96.0,10.0,7.0,41.0,15.0,29.0,3.0,0.1111111111111111,18
2015-09-22,2015-09-22,21,15,12.0,10.2,14.1,94.5,5.0,3.0,24.0,5.0,28.0,2.0,0.0,9
2015-09-23,2015-09-23,11,8,12.7,7.8,16.7,94.6,10.0,4.0,34.0,23.0,28.0,2.0,0.0,9
2015-09-24,2015-09-24,12,8,14.6,11.0,17.0,93.8,9.0,4.0,29.0,14.0,30.0,1.0,0.14285714285714285,14
2015-09-25,2015-09-25,15,11,13.0,9.7,16.6,94.9,9.0,4.0,29.0,14.0,30.0,1.0,0.0,5
2015-09-26,2015-09-26,20,13,13.0,9.7,16.6,93.7,9.0,4.0,46.0,28.0,18.0,2.0,0.0,0
2015-09-27,2015-09-27,19,13,13.0,9.7,16.6,94.3,9.0,4.0,26.0,6.0,38.0,1.0,0.0,0
2015-09-28,2015-09-28,12,9,15.8,13.2,18.3,83.3,9.0,4.0,28.0,10.0,34.0,1.0,0.08333333333333333,24
2015-09-29,2015-09-29,12,10,14.3,10.8,18.8,91.0,9.0,4.0,26.0,5.0,37.0,1.0,0.0,5
2015-09-30,2015-09-30,18,9,13.7,10.2,17.7,82.8,19.0,12.0,28.0,5.0,34.0,1.0,0.0,8
2015-10-01,2015-10-01,9,4,13.6,9.8,17.7,90.5,19.0,11.0,36.0,7.0,29.0,1.0,0.0,6
2015-10-02,2015-10-02,15,10,13.1,8.8,17.4,75.8,29.0,20.0,52.0,25.0,17.0,3.0,0.045454545454545456,22
2015-10-03,2015-10-03,15,8,11.1,6.9,14.5,83.0,32.0,25.0,43.0,21.0,25.0,1.0,0.0,0
2015-10-04,2015-10-04,25,10,11.1,6.9,14.5,88.8,32.0,24.0,33.0,20.0,41.0,2.0,0.0,0
2015-10-05,2015-10-05,20,15,11.1,6.9,14.5,83.7,32.0,24.0,33.0,20.0,41.0,2.0,0.0,20
2015-10-06,2015-10-06,18,12,15.4,13.9,17.2,87.5,32.0,24.0,33.0,20.0,41.0,2.0,0.0625,16
2015-10-07,2015-10-07,16,12,12.9,8.8,14.7,79.4,8.0,4.0,28.0,6.0,28.0,2.0,0.36363636363636365,11
2015-10-08,2015-10-08,15,8,11.2,7.0,16.0,84.1,19.0,13.0,52.0,57.0,15.0,3.0,0.0,1
2015-10-09,2015-10-09,14,10,12.2,7.4,15.6,88.9,25.0,17.0,59.0,72.0,12.0,4.0,0.08,25
2015-10-10,2015-10-10,24,16,12.0,9.1,15.3,71.8,21.0,17.0,33.0,9.0,18.0,1.0,0.25,4
2015-10-11,2015-10-11,24,12,12.6,10.6,15.6,83.2,32.0,25.0,25.0,4.0,27.0,1.0,0.0,0
2015-10-12,2015-10-12,25,12,10.6,7.1,14.4,87.9,24.0,17.0,28.0,6.0,32.0,1.0,0.09523809523809523,21
2015-10-13,2015-10-13,15,11,9.9,7.0,12.7,85.7,16.0,9.0,29.0,5.0,32.0,1.0,0.0,0
2015-10-14,2015-10-14,14,9,9.5,6.4,13.2,85.9,12.0,7.0,25.0,5.0,37.0,1.0,0.06666666666666667,15
2015-10-15,2015-10-15,8,5,10.2,8.2,12.5,87.4,15.0,11.0,26.0,6.0,28.0,1.0,0.0,0
2015-10-16,2015-10-16,11,8,11.5,10.1,13.2,93.1,27.0,19.0,20.0,3.0,41.0,1.0,0.037037037037037035,27
2015-10-17,2015-10-17,18,12,11.0,9.8,12.4,81.0,21.0,14.0,22.0,3.0,41.0,1.0,0.0,0
2015-10-18,2015-10-18,24,15,12.0,10.5,14.1,79.3,15.0,12.0,22.0,5.0,27.0,1.0,0.0,0
2015-10-19,2015-10-19,27,15,11.9,11.0,13.1,84.2,13.0,8.0,26.0,4.0,27.0,1.0,0.14285714285714285,28
2015-10-20,2015-10-20,17,12,11.8,9.3,15.6,84.6,20.0,15.0,38.0,15.0,18.0,1.0,0.0,10
2015-10-21,2015-10-21,14,10,12.0,9.1,14.7,75.6,10.0,7.0,45.0,20.0,17.0,2.0,0.07142857142857142,14
2015-10-22,2015-10-22,12,6,13.0,11.4,14.0,83.4,13.0,7.0,38.0,10.0,33.0,1.0,0.06666666666666667,15
2015-10-23,2015-10-23,14,10,12.1,10.5,13.5,82.2,20.0,10.0,58.0,36.0,15.0,3.0,0.07142857142857142,28
2015-10-24,2015-10-24,14,10,12.3,7.3,14.3,75.3,10.0,5.0,31.0,7.0,33.0,2.0,0.0,0
2015-10-25,2015-10-25,21,12,8.9,5.2,12.1,82.5,13.0,8.0,38.0,17.0,18.0,2.0,0.0,0
2015-10-26,2015-10-26,17,12,12.6,11.5,13.4,91.9,19.0,12.0,33.0,12.0,25.0,1.0,0.041666666666666664,24
2015-10-27,2015-10-27,14,7,13.6,11.7,15.2,82.5,22.0,15.0,42.0,19.0,13.0,2.0,0.0,14
2015-10-28,2015-10-28,20,13,12.6,10.6,14.6,85.5,13.0,8.0,46.0,34.0,16.0,3.0,0.3333333333333333,12
2015-10-29,2015-10-29,23,16,13.2,11.8,14.3,79.0,13.0,6.0,39.0,13.0,32.0,2.0,0.125,8
2015-10-30,2015-10-30,10,7,14.4,12.9,15.5,86.7,15.0,8.0,36.0,16.0,21.0,1.0,0.07142857142857142,14
2015-10-31,2015-10-31,15,11,12.9,11.0,14.1,89.3,30.0,21.0,35.0,27.0,10.0,2.0,0.25,12
2015-11-01,2015-11-01,25,10,11.7,9.4,14.0,85.4,28.0,25.0,73.0,49.0,5.0,2.0,0.0,0
2015-11-02,2015-11-02,12,8,10.7,8.2,12.7,83.2,25.0,20.0,67.0,43.0,9.0,3.0,0.09090909090909091,22
2015-11-03,2015-11-03,13,9,12.4,11.0,13.8,94.4,25.0,18.0,92.0,30.0,8.0,2.0,0.05263157894736842,19
2015-11-04,2015-11-04,11,7,13.2,11.8,14.2,90.2,15.0,10.0,95.0,37.0,16.0,2.0,0.21052631578947367,19
2015-11-05,2015-11-05,15,11,14.3,13.6,15.0,86.9,14.0,8.0,55.0,14.0,36.0,1.0,0.16666666666666666,12
2015-11-06,2015-11-06,17,9,14.6,13.1,15.8,89.8,7.0,2.0,49.0,11.0,38.0,1.0,0.0,12
2015-11-07,2015-11-07,12,6,14.6,11.4,16.6,88.5,16.0,8.0,60.0,29.0,28.0,1.0,0.0,0
2015-11-08,2015-11-08,16,10,13.9,10.8,15.8,82.0,16.0,8.0,63.0,15.0,27.0,1.0,0.0,0
2015-11-09,2015-11-09,20,11,13.0,10.0,14.4,87.0,17.0,5.0,60.0,8.0,51.0,2.0,0.30434782608695654,23
2015-11-10,2015-11-10,18,9,14.0,13.5,14.5,90.2,17.0,6.0,55.0,10.0,48.0,1.0,0.36363636363636365,11
2015-11-11,2015-11-11,16,9,13.9,13.5,14.5,78.9,13.0,5.0,76.0,12.0,48.0,2.0,0.2777777777777778,18
2015-11-12,2015-11-12,12,6,13.5,11.8,14.7,77.6,13.0,6.0,98.0,36.0,36.0,2.0,0.2857142857142857,7
2015-11-13,2015-11-13,17,10,10.3,8.9,12.9,85.0,14.0,5.0,83.0,14.0,40.0,2.0,0.25,20
2015-11-14,2015-11-14,11,7,11.3,8.9,14.5,85.1,9.0,3.0,39.0,8.0,46.0,2.0,0.5,6
2015-11-15,2015-11-15,22,13,14.0,12.9,14.7,87.1,15.0,6.0,23.0,4.0,50.0,1.0,0.0,0
2015-11-16,2015-11-16,14,9,12.9,11.6,14.1,80.9,13.0,4.0,39.0,12.0,44.0,1.0,0.2,10
2015-11-17,2015-11-17,14,11,14.0,12.7,15.8,81.2,16.0,6.0,31.0,8.0,46.0,1.0,0.21428571428571427,14
2015-11-18,2015-11-18,19,12,13.4,11.8,14.3,79.7,20.0,9.0,40.0,9.0,46.0,1.0,0.35714285714285715,14
2015-11-19,2015-11-19,18,14,11.3,9.6,13.1,76.6,12.0,5.0,54.0,17.0,28.0,1.0,0.4,25
2015-11-20,2015-11-20,14,7,7.9,5.2,9.7,88.3,11.0,5.0,57.0,28.0,16.0,3.0,0.625,16
2015-11-21,2015-11-21,17,5,3.9,1.6,5.8,89.1,7.0,4.0,35.0,4.0,48.0,2.0,0.2,25
2015-11-22,2015-11-22,17,14,3.6,0.4,6.5,87.0,13.0,10.0,45.0,25.0,17.0,3.0,0.0,0
2015-11-23,2015-11-23,17,12,6.1,0.5,9.4,84.5,23.0,15.0,45.0,25.0,11.0,3.0,0.4444444444444444,27
2015-11-24,2015-11-24,11,5,9.2,7.8,10.9,93.3,10.0,6.0,39.0,16.0,29.0,3.0,0.5263157894736842,19
2015-11-25,2015-11-25,19,13,9.6,8.7,11.4,91.5,5.0,3.0,25.0,4.0,39.0,2.0,0.16666666666666666,12
2015-11-26,2015-11-26,19,12,10.0,8.3,11.9,81.2,17.0,9.0,39.0,17.0,19.0,1.0,0.5217391304347826,23
2015-11-27,2015-11-27,14,10,10.8,6.0,12.3,88.8,6.0,3.0,26.0,9.0,40.0,2.0,0.21052631578947367,19
2015-11-28,2015-11-28,20,9,7.9,3.4,11.1,86.2,11.0,5.0,34.0,8.0,43.0,2.0,0.3333333333333333,9
2015-11-29,2015-11-29,25,14,11.7,10.3,13.0,80.6,16.0,7.0,25.0,4.0,55.0,2.0,0.0,0
2015-11-30,2015-11-30,27,13,12.2,10.1,13.2,89.9,12.0,5.0,36.0,9.0,43.0,2.0,0.5172413793103449,29
2015-12-01,2015-12-01,21,12,13.1,12.4,13.9,81.1,12.0,5.0,40.0,10.0,40.0,1.0,0.16,25
2015-12-02,2015-12-02,27,10,12.6,10.8,13.3,79.4,17.0,8.0,24.0,7.0,55.0,1.0,0.5,18
2015-12-03,2015-12-03,15,11,12.7,11.3,13.7,80.5,23.0,10.0,31.0,11.0,41.0,3.0,0.4583333333333333,24
2015-12-04,2015-12-04,10,8,10.5,5.9,12.6,79.7,13.0,5.0,31.0,12.0,43.0,2.0,0.625,8
2015-12-05,2015-12-05,22,12,12.2,11.1,12.8,87.0,19.0,6.0,15.0,4.0,65.0,1.0,0.6428571428571429,14
2015-12-06,2015-12-06,24,11,12.7,12.1,13.5,94.7,16.0,6.0,15.0,4.0,59.0,2.0,1.0,2
2015-12-07,2015-12-07,20,10,12.7,11.9,14.2,84.1,23.0,6.0,15.0,4.0,31.0,2.0,0.5357142857142857,28
2015-12-08,2015-12-08,4,2,11.3,7.2,13.4,83.4,18.0,9.0,15.0,4.0,41.0,2.0,0.4090909090909091,22
2015-12-09,2015-12-09,11,7,11.3,7.2,13.4,82.1,18.0,8.0,15.0,4.0,32.0,3.0,0.4,20
2015-12-10,2015-12-10,21,13,11.1,10.1,12.4,77.2,13.0,6.0,15.0,4.0,55.0,1.0,0.25,32
2015-12-11,2015-12-11,12,7,9.8,7.3,11.3,89.8,12.0,6.0,15.0,4.0,24.0,2.0,0.42105263157894735,19
2015-12-12,2015-12-12,19,14,10.5,7.1,12.7,94.0,16.0,8.0,15.0,4.0,35.0,2.0,0.3684210526315789,19
2015-12-13,2015-12-13,26,19,11.5,10.3,12.8,96.4,18.0,10.0,15.0,4.0,37.0,2.0,0.0,0
2015-12-14,2015-12-14,16,11,10.0,9.3,10.9,88.8,20.0,13.0,15.0,4.0,22.0,5.0,0.22727272727272727,22
2015-12-15,2015-12-15,16,10,11.9,10.7,13.8,89.2,25.0,14.0,15.0,4.0,18.0,2.0,0.375,24
2015-12-16,2015-12-16,12,7,13.4,12.6,14.1,92.1,23.0,10.0,30.0,9.0,42.0,1.0,0.3333333333333333,6
2015-12-17,2015-12-17,7,5,13.5,11.7,15.9,81.1,40.0,18.0,33.0,13.0,24.0,2.0,0.35,40
2015-12-18,2015-12-18,25,15,12.6,12.1,13.3,87.9,22.0,9.0,30.0,8.0,38.0,2.0,0.4074074074074074,27
2015-12-19,2015-12-19,21,9,14.4,13.0,15.8,82.9,27.0,14.0,31.0,14.0,24.0,2.0,0.6666666666666666,6
2015-12-20,2015-12-20,18,13,12.0,8.8,14.9,88.8,19.0,7.0,21.0,3.0,53.0,2.0,0.0,0
